User,GestureType,IterationNumber,#TrainingExamples,TrainingSetSize,TrainingSetContents,Candidate,RecoResultGestureType,Correct/Incorrect,RecoResultScore,RecoResultBestMatch,RecoResultNBestSorted
user2,arrow,1,1,16,user2-arrow-7:::user2-caret-3:::user2-check-2:::user2-circle-9:::user2-delete-1:::user2-left_curly_brace-1:::user2-left_square_bracket-1:::user2-pigtail-9:::user2-rectangle-6:::user2-right_curly_brace-8:::user2-right_square_bracket-6:::user2-star-7:::user2-triangle-1:::user2-v-8:::user2-x-8:::user2-zig_zag-9:::,user2-arrow-9,arrow,1,7.424569660082994,user2-arrow-7,user2-arrow-7-7.424569660082994:::user2-caret-3-1.752266337652511:::user2-right_curly_brace-8-1.5966849282041644:::user2-right_square_bracket-6-1.417897800601507:::user2-pigtail-9-1.4072853811626145:::user2-zig_zag-9-1.0798861421632715:::user2-x-8-1.0507323643426167:::user2-check-2-1.044862045074287:::user2-left_square_bracket-1-0.9427781768827592:::user2-rectangle-6-0.9345373978495984:::user2-left_curly_brace-1-0.8918752774613631:::user2-circle-9-0.8695188627234385:::user2-triangle-1-0.8645381802393906:::user2-star-7-0.8423098120373883:::user2-v-8-0.7884318006935207:::user2-delete-1-0.5443230268611643:::
user2,caret,1,1,16,user2-arrow-7:::user2-caret-3:::user2-check-2:::user2-circle-9:::user2-delete-1:::user2-left_curly_brace-1:::user2-left_square_bracket-1:::user2-pigtail-9:::user2-rectangle-6:::user2-right_curly_brace-8:::user2-right_square_bracket-6:::user2-star-7:::user2-triangle-1:::user2-v-8:::user2-x-8:::user2-zig_zag-9:::,user2-caret-9,caret,1,6.537237606655307,user2-caret-3,user2-caret-3-6.537237606655307:::user2-right_square_bracket-6-2.5925750453662855:::user2-right_curly_brace-8-2.134895260008453:::user2-pigtail-9-1.812763401327128:::user2-arrow-7-1.5003575738958623:::user2-check-2-1.4695929303910618:::user2-zig_zag-9-1.2859229449162:::user2-left_square_bracket-1-1.244526923467565:::user2-left_curly_brace-1-1.2153009936207442:::user2-x-8-1.0895320196073308:::user2-v-8-0.8110928737153694:::user2-star-7-0.7623737880687687:::user2-circle-9-0.6043116516976965:::user2-triangle-1-0.5973148097942064:::user2-rectangle-6-0.5969411961396477:::user2-delete-1-0.5279519395606213:::
user2,check,1,1,16,user2-arrow-7:::user2-caret-3:::user2-check-2:::user2-circle-9:::user2-delete-1:::user2-left_curly_brace-1:::user2-left_square_bracket-1:::user2-pigtail-9:::user2-rectangle-6:::user2-right_curly_brace-8:::user2-right_square_bracket-6:::user2-star-7:::user2-triangle-1:::user2-v-8:::user2-x-8:::user2-zig_zag-9:::,user2-check-6,check,1,6.3017661700801115,user2-check-2,user2-check-2-6.3017661700801115:::user2-left_square_bracket-1-3.380278555670828:::user2-left_curly_brace-1-2.1944614471133854:::user2-right_square_bracket-6-1.9632304581834918:::user2-v-8-1.741680804818975:::user2-right_curly_brace-8-1.7068953602740198:::user2-zig_zag-9-1.5397827001260822:::user2-triangle-1-1.1632847469302474:::user2-circle-9-1.138019564161546:::user2-rectangle-6-1.1296938163822305:::user2-arrow-7-0.9681781598046278:::user2-delete-1-0.9082531072081523:::user2-star-7-0.5521208297257613:::user2-x-8-0.5312738366370241:::user2-pigtail-9-0.49452710702941965:::user2-caret-3-0.4509414664263916:::
user2,circle,1,1,16,user2-arrow-7:::user2-caret-3:::user2-check-2:::user2-circle-9:::user2-delete-1:::user2-left_curly_brace-1:::user2-left_square_bracket-1:::user2-pigtail-9:::user2-rectangle-6:::user2-right_curly_brace-8:::user2-right_square_bracket-6:::user2-star-7:::user2-triangle-1:::user2-v-8:::user2-x-8:::user2-zig_zag-9:::,user2-circle-10,circle,1,14.441946790431109,user2-circle-9,user2-circle-9-14.441946790431109:::user2-rectangle-6-4.499786607757133:::user2-triangle-1-3.006742084593587:::user2-v-8-1.714526645966805:::user2-left_square_bracket-1-1.2335395369703834:::user2-x-8-1.1631024644990797:::user2-left_curly_brace-1-1.0699060277879975:::user2-check-2-1.0685300593108111:::user2-delete-1-0.897096930720058:::user2-pigtail-9-0.8910814974801595:::user2-arrow-7-0.8831971703663118:::user2-caret-3-0.6670524782227537:::user2-star-7-0.5624308123400833:::user2-right_curly_brace-8-0.5476985417408416:::user2-right_square_bracket-6-0.5108684193761192:::user2-zig_zag-9-0.48766358869296417:::
user2,delete,1,1,16,user2-arrow-7:::user2-caret-3:::user2-check-2:::user2-circle-9:::user2-delete-1:::user2-left_curly_brace-1:::user2-left_square_bracket-1:::user2-pigtail-9:::user2-rectangle-6:::user2-right_curly_brace-8:::user2-right_square_bracket-6:::user2-star-7:::user2-triangle-1:::user2-v-8:::user2-x-8:::user2-zig_zag-9:::,user2-delete-3,delete,1,4.8524463581299635,user2-delete-1,user2-delete-1-4.8524463581299635:::user2-v-8-1.1139355955596686:::user2-rectangle-6-0.9007987620728944:::user2-caret-3-0.881225144281708:::user2-circle-9-0.8499068758456578:::user2-triangle-1-0.8313078220453013:::user2-left_curly_brace-1-0.805542131707323:::user2-check-2-0.7620209679767221:::user2-left_square_bracket-1-0.7452831617255191:::user2-star-7-0.5837587127793312:::user2-zig_zag-9-0.5788176491134113:::user2-right_square_bracket-6-0.5785040660624158:::user2-x-8-0.5724203345051805:::user2-right_curly_brace-8-0.5629592392476533:::user2-arrow-7-0.55681887838904:::user2-pigtail-9-0.5313691358548276:::
user2,left_curly_brace,1,1,16,user2-arrow-7:::user2-caret-3:::user2-check-2:::user2-circle-9:::user2-delete-1:::user2-left_curly_brace-1:::user2-left_square_bracket-1:::user2-pigtail-9:::user2-rectangle-6:::user2-right_curly_brace-8:::user2-right_square_bracket-6:::user2-star-7:::user2-triangle-1:::user2-v-8:::user2-x-8:::user2-zig_zag-9:::,user2-left_curly_brace-7,left_curly_brace,1,3.599004491555783,user2-left_curly_brace-1,user2-left_curly_brace-1-3.599004491555783:::user2-left_square_bracket-1-2.190698702723333:::user2-check-2-1.8345706484136792:::user2-v-8-1.7787335874558:::user2-zig_zag-9-1.5618762116350804:::user2-right_square_bracket-6-1.4701735605379056:::user2-right_curly_brace-8-1.267912734461323:::user2-rectangle-6-1.0786595075844974:::user2-caret-3-1.0445440895230231:::user2-pigtail-9-0.9494414326370751:::user2-triangle-1-0.9352411393239517:::user2-arrow-7-0.8901443698411804:::user2-delete-1-0.8556773177575115:::user2-star-7-0.5439439950518347:::user2-x-8-0.4829855770938132:::user2-circle-9-0.4705213023136869:::
user2,left_square_bracket,1,1,16,user2-arrow-7:::user2-caret-3:::user2-check-2:::user2-circle-9:::user2-delete-1:::user2-left_curly_brace-1:::user2-left_square_bracket-1:::user2-pigtail-9:::user2-rectangle-6:::user2-right_curly_brace-8:::user2-right_square_bracket-6:::user2-star-7:::user2-triangle-1:::user2-v-8:::user2-x-8:::user2-zig_zag-9:::,user2-left_square_bracket-4,left_square_bracket,1,13.484636824758102,user2-left_square_bracket-1,user2-left_square_bracket-1-13.484636824758102:::user2-check-2-3.7621372037597114:::user2-left_curly_brace-1-3.7249061341294394:::user2-right_square_bracket-6-1.8510841505589632:::user2-v-8-1.7922082636198267:::user2-zig_zag-9-1.733713371580585:::user2-right_curly_brace-8-1.4782244885677909:::user2-rectangle-6-1.227643659386519:::user2-triangle-1-1.1472869692557435:::user2-circle-9-1.1316985902029737:::user2-caret-3-1.1175562145324243:::user2-arrow-7-0.9613419601603665:::user2-pigtail-9-0.9032286035959407:::user2-delete-1-0.7828228912914084:::user2-star-7-0.7286886699322298:::user2-x-8-0.5301226317933545:::
user2,pigtail,1,1,16,user2-arrow-7:::user2-caret-3:::user2-check-2:::user2-circle-9:::user2-delete-1:::user2-left_curly_brace-1:::user2-left_square_bracket-1:::user2-pigtail-9:::user2-rectangle-6:::user2-right_curly_brace-8:::user2-right_square_bracket-6:::user2-star-7:::user2-triangle-1:::user2-v-8:::user2-x-8:::user2-zig_zag-9:::,user2-pigtail-1,pigtail,1,6.702369239963347,user2-pigtail-9,user2-pigtail-9-6.702369239963347:::user2-x-8-1.9787698635618336:::user2-caret-3-1.8362524256369284:::user2-arrow-7-1.4149540375505805:::user2-right_curly_brace-8-1.1395080250876715:::user2-right_square_bracket-6-1.0437826124062464:::user2-circle-9-0.977558124039068:::user2-triangle-1-0.9412196812963826:::user2-rectangle-6-0.8955968270172007:::user2-zig_zag-9-0.8659508130182039:::user2-left_curly_brace-1-0.8351835768665913:::user2-left_square_bracket-1-0.7759592503853666:::user2-star-7-0.683091482967981:::user2-v-8-0.5957079290048738:::user2-delete-1-0.5239928796204036:::user2-check-2-0.5108080873806623:::
user2,rectangle,1,1,16,user2-arrow-7:::user2-caret-3:::user2-check-2:::user2-circle-9:::user2-delete-1:::user2-left_curly_brace-1:::user2-left_square_bracket-1:::user2-pigtail-9:::user2-rectangle-6:::user2-right_curly_brace-8:::user2-right_square_bracket-6:::user2-star-7:::user2-triangle-1:::user2-v-8:::user2-x-8:::user2-zig_zag-9:::,user2-rectangle-8,rectangle,1,13.165731694764832,user2-rectangle-6,user2-rectangle-6-13.165731694764832:::user2-circle-9-3.3180303732342296:::user2-triangle-1-2.184005024605188:::user2-v-8-1.73793594780758:::user2-left_square_bracket-1-1.2761106572879732:::user2-left_curly_brace-1-1.111855046587154:::user2-check-2-1.0498749782517243:::user2-x-8-1.0163360375517907:::user2-arrow-7-0.9974792229455279:::user2-delete-1-0.8974932472549555:::user2-pigtail-9-0.8144854180294057:::user2-right_curly_brace-8-0.7739222389756686:::user2-caret-3-0.7140024674526946:::user2-star-7-0.5717502803129251:::user2-right_square_bracket-6-0.5063532118574945:::user2-zig_zag-9-0.4820464436451256:::
user2,right_curly_brace,1,1,16,user2-arrow-7:::user2-caret-3:::user2-check-2:::user2-circle-9:::user2-delete-1:::user2-left_curly_brace-1:::user2-left_square_bracket-1:::user2-pigtail-9:::user2-rectangle-6:::user2-right_curly_brace-8:::user2-right_square_bracket-6:::user2-star-7:::user2-triangle-1:::user2-v-8:::user2-x-8:::user2-zig_zag-9:::,user2-right_curly_brace-7,right_square_bracket,0,5.6645891426181985,user2-right_square_bracket-6,user2-right_square_bracket-6-5.6645891426181985:::user2-right_curly_brace-8-4.866814012334615:::user2-check-2-2.253852881690812:::user2-caret-3-1.8118856581227518:::user2-zig_zag-9-1.6803301451011696:::user2-left_square_bracket-1-1.665888171051548:::user2-left_curly_brace-1-1.5632869534920713:::user2-arrow-7-1.4520808895072088:::user2-pigtail-9-1.1981071954955769:::user2-v-8-1.083821272004822:::user2-x-8-0.9264981435729744:::user2-star-7-0.8772707035724179:::user2-delete-1-0.5619987301169336:::user2-triangle-1-0.5416822351970206:::user2-circle-9-0.5289792354738032:::user2-rectangle-6-0.5189989656169472:::
